"","Equation","Chisq","pVal_Chisq","ChisqRobust","pVal_ChisqRobust"
"1","OUTP1M_RATIO",49.1334382743437,7.01121597022844e-09,49.1334382743437,7.01121597022844e-09
"2","CHRONIC_RATIO",49.1334382743437,7.01121597022844e-09,49.1334382743437,7.01121597022844e-09
