"","Equation","Chisq","pVal_Chisq","ChisqRobust","pVal_ChisqRobust"
"1","OUTP1M_RATIO",41.4204333492616,4.19322997371016e-06,41.4204333492616,4.19322997371016e-06
"2","CHRONIC_RATIO",28.3264518861429,8.15505912401333e-05,28.3264518861429,8.15505912401333e-05
